year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths
2016,28,2016-07-10,15-07-2016,Kerala,Malappuram,Cholera,Reported In Same Week,14,0
2016,28,2016-07-03,13-07-2016,Kerala,Palakkad,Cholera,Reported In Same Week,58,0
2016,28,2016-06-06,,Kerala,Malappuram,Diphtheria,Reported Late,3,0
2016,28,2016-07-15,16-07-2016,Madhya Pradesh,Khargone,Acute Diarrheal Disease,Reported In Same Week,54,0
2016,28,2016-07-15,16-07-2016,Madhya Pradesh,Khargone,Acute Diarrheal Disease,Reported In Same Week,37,0
2016,28,2016-07-15,16-07-2016,Madhya Pradesh,Badwani,Cholera,Reported In Same Week,16,0
2016,28,2016-07-12,15-07-2016,Madhya Pradesh,Hoshangabad,Acute Diarrheal Disease,Reported In Same Week,33,0
2016,28,2016-07-12,14-07-2016,Madhya Pradesh,Singrauli,Acute Diarrheal Disease,Reported In Same Week,17,0
2016,28,2016-07-11,13-07-2016,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported In Same Week,15,0
2016,28,2016-07-09,13-07-2016,Madhya Pradesh,Shivpuri,Acute Diarrheal Disease,Reported In Same Week,25,0
2016,28,2016-07-12,16-07-2016,Maharashtra,Yavatmal,Acute Diarrheal Disease,Reported In Same Week,28,0
2016,28,2016-07-12,14-07-2016,Maharashtra,Nashik,Acute Diarrheal Disease,Reported In Same Week,62,0
2016,28,2016-07-12,13-07-2016,Maharashtra,Nagpur,Cholera,Reported In Same Week,858,0
2016,28,2016-07-10,14-07-2016,Maharashtra,Bhandara,Acute Encephalitic Syndrome,Reported In Same Week,3,0
2016,28,2016-07-09,12-07-2016,Maharashtra,Nashik,Acute Diarrheal Disease,Reported In Same Week,25,0
2016,28,2016-07-03,,Maharashtra,Parbhani,Gastroenteritis,Reported Late,52,0
2016,28,2016-07-02,,Manipur,Unknown,Japanese Encephalitis,Reported Late,5,1
2016,28,2016-07-16,19-07-2016,Odisha,Rayagada,Cholera,Reported In Same Week,10,1
2016,28,2016-07-16,18-07-2016,Odisha,Angul,Acute Diarrheal Disease,Reported In Same Week,173,0
2016,28,2016-06-30,,Odisha,Koraput,Anthrax,Reported Late,3,0
2016,28,2016-06-22,,Odisha,Koraput,Anthrax,Reported Late,8,0
2016,28,2016-06-12,,Odisha,Koraput,Anthrax,Reported Late,10,0
2016,28,2016-05-25,,Odisha,Koraput,Anthrax,Reported Late,5,0
2016,28,2016-07-13,19-07-2016,Rajasthan,Dungarpur,Acute Diarrheal Disease,Reported In Same Week,14,0
2016,28,2016-07-04,,Rajasthan,Kota,Cholera,Reported Late,45,0
2016,28,2016-07-16,16-07-2016,Tamil Nadu,Virudhunagar,Acute Diarrheal Disease,Reported In Same Week,77,0
2016,28,2016-07-15,18-07-2016,Tamil Nadu,Coimbatore,Fever,Reported In Same Week,42,0
2016,28,2016-07-11,17-07-2016,Telangana,Mahabubnagar,Acute Diarrheal Disease,Reported In Same Week,41,0
2016,28,2016-07-13,13-07-2016,Uttar Pradesh,Rae Bareli,Food Poisoning,Reported In Same Week,6,0
2016,28,2016-07-08,13-07-2016,Uttar Pradesh,Azamgarh,Acute Diarrheal Disease,Reported In Same Week,19,0
2016,28,2016-06-29,,Uttar Pradesh,Kannauj,Acute Diarrheal Disease,Reported Late,73,0
2016,28,2016-07-15,16-07-2016,West Bengal,Bankura,Food Poisoning,Reported In Same Week,82,0
2016,28,2016-07-15,16-07-2016,West Bengal,Purulia,Acute Diarrheal Disease,Reported In Same Week,60,0
2016,28,2016-07-15,18-06-2016,West Bengal,Murshidabad,Anthrax,Reported In Same Week,14,0
2016,28,2016-07-11,12-07-2016,West Bengal,Hooghly,Dengue,Reported In Same Week,457,0
2016,28,2016-07-08,12-07-2016,West Bengal,Birbhum,Acute Diarrheal Disease,Reported In Same Week,41,0
2016,28,2016-07-07,08-07-2016,West Bengal,Dakshin Dinajpur,Acute Diarrheal Disease,Reported In Same Week,42,0
2016,28,2016-07-04,,West Bengal,North 24 Paraganas,Acute Diarrheal Disease,Reported Late,82,0
2016,28,2016-06-10,,West Bengal,Paschim Medinipur,Food Poisoning,Previous Week Follow Up,40,0
2016,27,2016-07-03,05-07-2016,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported In Same Week,13,0
2016,27,2016-07-03,05-07-2016,Arunachal Pradesh,West Kameng,Enteric Fever,Reported In Same Week,27,0
2016,27,2016-06-26,,Assam,Dibrugarh,Diphtheria,Reported Late,4,1
2016,27,2016-06-18,,Assam,Jorhat,Japanese Encephalitis,Reported Late,2,0
2016,27,2016-07-01,06-07-2016,Bihar,Jamui,Malaria,Reported In Same Week,12,0
2016,27,2016-06-30,06-07-2016,Bihar,Nawada,Chickenpox,Reported In Same Week,11,0
2016,27,2016-06-30,07-07-2016,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported In Same Week,42,0
2016,27,2016-06-30,05-07-2016,Chhattisgarh,Mungeli,Food Poisoning,Reported In Same Week,11,0
2016,27,2016-07-05,05-07-2016,Gujarat,Narmada,Measles,Reported In Same Week,5,0
2016,27,2016-06-26,,Jammu And Kashmir,Kupwara,Hepatitis E,Reported Late,8,0
2016,27,2016-07-11,11-07-2016,Karnataka,Ramanagara,Food Poisoning,Reported In Same Week,30,0
2016,27,2016-07-08,08-07-2016,Karnataka,Koppal,Food Poisoning,Reported In Same Week,22,0
2016,27,2016-07-07,09-07-2016,Karnataka,Chamarajanagara,Hepatitis A,Reported In Same Week,10,0
2016,27,2016-07-06,09-07-2016,Karnataka,Koppal,Acute Diarrheal Disease,Reported In Same Week,56,0
2016,27,2016-07-05,11-07-2016,Karnataka,Bellary,Acute Diarrheal Disease,Reported In Same Week,61,0
2016,27,2016-07-04,04-07-2016,Karnataka,Davangere,Mumps,Reported In Same Week,12,0
2016,27,2016-06-26,,Karnataka,Chikkamagaluru,Fever,Reported Late,8,0
2016,27,2016-06-22,,Karnataka,Mandya,Malaria,Reported Late,50,0
2016,27,2016-06-22,,Karnataka,Bidar,Gastroenteritis,Reported Late,9,0
2016,27,2016-05-01,,Karnataka,Tumakuru,Chikungunya,Reported Late,71,0
2016,27,2016-06-29,,Kerala,Ernakulam,Dengue,Reported Late,12,0
2016,27,2016-06-07,,Kerala,Malappuram,Hepatitis A,Reported Late,43,0
2016,27,2016-05-19,,Kerala,Kozhikode,Dengue,Reported Late,16,0
2016,27,2016-07-06,06-07-2016,Madhya Pradesh,Sehore,Acute Diarrheal Disease,Reported In Same Week,12,0
2016,27,2016-07-05,05-07-2016,Madhya Pradesh,Khargone,Acute Diarrheal Disease,Reported In Same Week,45,0
2016,27,2016-07-01,02-07-2016,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported In Same Week,25,0
2016,27,2016-07-01,02-07-2016,Madhya Pradesh,Guna,Acute Diarrheal Disease,Reported In Same Week,16,0
2016,27,2016-06-27,,Madhya Pradesh,Ratlam,Acute Diarrheal Disease,Reported Late,150,0
2016,27,2016-07-08,09-07-2016,Maharashtra,Aurangabad,Cholera,Reported In Same Week,9,0
2016,27,2016-07-06,09-07-2016,Maharashtra,Aurangabad,Acute Diarrheal Disease,Reported In Same Week,20,0
2016,27,2016-07-04,07-07-2016,Maharashtra,Nagpur,Fever,Reported In Same Week,19,0
2016,27,2016-07-02,04-07-2016,Maharashtra,Thane,Acute Diarrheal Disease,Reported In Same Week,25,0
2016,27,2016-06-28,,Maharashtra,Mumbai (City),Gastroenteritis,Reported Late,60,0
2016,27,2016-07-07,08-07-2016,Meghalaya,West Garo Hills,Japanese Encephalitis,Reported In Same Week,3,0
2016,27,2016-06-10,,Meghalaya,Jaintia Hills,Fever With Rash,Reported Late,20,1
2016,27,2016-07-06,07-07-2016,Odisha,Balasore,Cholera,Reported In Same Week,54,0
2016,27,2016-07-12,12-07-2016,Punjab,Jalandhar,Cholera,Reported In Same Week,39,0
2016,27,2016-07-11,13-07-2016,Punjab,Roopnagar,Acute Diarrheal Disease,Reported In Same Week,70,0
2016,27,2016-07-09,10-07-2016,Rajasthan,Jodhpur,Food Poisoning,Reported In Same Week,43,0
2016,27,2016-07-04,10-07-2016,Rajasthan,Sirohi,Food Poisoning,Reported In Same Week,24,0
2016,27,2016-07-07,08-07-2016,Tamil Nadu,Tiruchirappalli,Hepatitis A And Leptospirosis,Reported In Same Week,24,0
2016,27,2016-07-05,06-07-2016,Tamil Nadu,Madurai,Hepatitis A And E,Reported In Same Week,41,0
2016,27,2016-07-10,10-07-2016,Telangana,Khammam,Acute Diarrheal Disease,Reported In Same Week,7,0
2016,27,2016-07-05,10-07-2016,Telangana,Hyderabad,Acute Diarrheal Disease,Reported In Same Week,100,0
2016,27,2016-07-05,10-07-2016,Telangana,Mahabubnagar,Acute Diarrheal Disease,Reported In Same Week,13,0
2016,27,2016-07-04,09-07-2016,Uttar Pradesh,Etawah,Acute Diarrheal Disease,Reported In Same Week,20,0
2016,27,2016-06-29,,Uttar Pradesh,Jalaun,Chickenpox,Reported Late,11,0
2016,27,2016-07-10,11-07-2016,West Bengal,Purulia,Acute Diarrheal Disease,Reported In Same Week,31,0
2016,27,2016-07-09,09-07-2016,West Bengal,Purulia,Acute Diarrheal Disease,Reported In Same Week,46,0
2016,27,2016-07-06,08-07-2016,West Bengal,North 24 Paraganas,Acute Diarrheal Disease,Reported In Same Week,50,0
2016,27,2016-06-10,22-06-2016,West Bengal,Purulia,Measles,Reported In Same Week,32,0
2016,26,2016-06-26,03-07-2016,Andhra Pradesh,Chittoor,Acute Diarrheal Disease,Reported In Same Week,75,0
2016,26,2016-06-18,,Andhra Pradesh,Chittoor,Food Poisoning,Reported Late,26,0
2016,26,2016-06-22,,Assam,Dima Hasao,Fever With Rash,Reported Late,15,0
2016,26,2016-06-28,01-07-2016,Bihar,Rohtas,Acute Diarrheal Disease,Reported In Same Week,13,0
2016,26,2016-06-28,30-06-2016,Bihar,Supaul,Food Poisoning,Reported In Same Week,62,0
2016,26,2016-06-22,,Bihar,Nawada,Food Poisoning,Reported Late,29,0
2016,26,2016-07-01,02-07-2016,Chhattisgarh,Baloda Bazar,Acute Diarrheal Disease,Reported In Same Week,90,0
2016,26,2016-06-22,,Chhattisgarh,Raigarh,Acute Diarrheal Disease,Reported Late,39,0
2016,26,2016-06-13,,Chhattisgarh,Bilaspur,Acute Diarrheal Disease,Reported Late,96,0
2016,26,2016-06-10,,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported Late,19,0
2016,26,2016-07-02,02-07-2016,Gujarat,Gandhinagar,Cholera,Reported In Same Week,12,0
2016,26,2016-07-01,01-07-2016,Gujarat,Kheda,Cholera,Reported In Same Week,37,0
2016,26,2016-07-01,01-07-2016,Gujarat,Navsari,Acute Diarrheal Disease,Reported In Same Week,12,0
2016,26,2016-06-27,28-06-2016,Gujarat,Anand,Food Poisoning,Reported In Same Week,59,0
2016,26,2016-07-01,01-07-2016,Haryana,Yamuna Nagar,Acute Diarrheal Disease,Reported In Same Week,12,0
2016,26,2016-06-23,28-06-2016,Jammu And Kashmir,Kupwara,Chickenpox,Reported In Same Week,7,0
2016,26,2016-06-28,01-07-2016,Jharkhand,Pakur,Acute Diarrheal Disease,Reported In Same Week,34,0
2016,26,2016-06-21,,Jharkhand,Simdega,Cutaneous Anthrax,Reported Late,9,0
2016,26,2016-07-03,03-07-2016,Karnataka,Mysuru,Food Poisoning,Reported In Same Week,21,0
2016,26,2016-06-28,30-06-2016,Karnataka,Bengaluru Rural,Acute Diarrheal Disease,Reported In Same Week,24,0
2016,26,2016-06-27,29-06-2016,Karnataka,Bagalkote,Malaria,Reported In Same Week,24,0
2016,26,2016-06-27,29-06-2016,Karnataka,Tumakuru,Food Poisoning,Reported In Same Week,22,0
2016,26,2016-06-25,01-07-2016,Karnataka,Chikkamagaluru,Food Poisoning,Reported In Same Week,19,0
2016,26,2016-06-25,27-06-2016,Karnataka,Raichur,Acute Diarrheal Disease,Reported In Same Week,19,0
2016,26,2016-06-06,,Karnataka,Mandya,Chikungunya,Reported Late,31,0
2016,26,2016-05-18,,Karnataka,Uttar Kannad,Gastroenteritis,Reported Late,33,0
2016,26,2016-04-14,,Karnataka,Chikkamagaluru,Chickenpox,Reported Late,9,0
2016,26,2016-06-29,08-07-2016,Kerala,Palakkad,Brucellosis,Reported In Same Week,3,0
2016,26,2016-06-24,28-06-2016,Kerala,Kollam,Chickenpox,Reported In Same Week,12,0
2016,26,2016-06-06,,Kerala,Malappuram,Diphtheria,Reported Late,3,0
2016,26,2016-07-03,13-07-2016,Madhya Pradesh,Indore,Food Poisoning,Reported In Same Week,1100,0
2016,26,2016-07-01,02-07-2016,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported In Same Week,16,0
2016,26,2016-06-27,30-06-2016,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported In Same Week,28,0
2016,26,2016-06-27,30-06-2016,Madhya Pradesh,Badwani,Cholera,Reported In Same Week,15,0
2016,26,2016-06-26,29-06-2016,Madhya Pradesh,Alirajpur,Acute Diarrheal Disease,Reported In Same Week,12,0
2016,26,2016-06-26,27-06-2016,Madhya Pradesh,Khargone,Acute Diarrheal Disease,Reported In Same Week,118,0
2016,26,2016-06-24,30-06-2016,Madhya Pradesh,Ratlam,Cholera,Reported In Same Week,66,0
2016,26,2016-06-24,27-06-2016,Madhya Pradesh,Jhabua,Acute Diarrheal Disease,Reported In Same Week,30,0
2016,26,2016-06-09,,Madhya Pradesh,Vidisha,Acute Diarrheal Disease,Reported Late,14,0
2016,26,2016-06-29,29-06-2016,Maharashtra,Thane,Gastroenteritis,Reported In Same Week,12,0
2016,26,2016-06-28,30-06-2016,Maharashtra,Jalna,Gastroenteritis,Reported In Same Week,13,0
2016,26,2016-06-25,29-06-2016,Maharashtra,Jalna,Gastroenteritis,Reported In Same Week,17,0
2016,26,2016-06-23,27-06-2016,Maharashtra,Thane,Gastroenteritis,Reported In Same Week,23,0
2016,26,2016-06-22,,Maharashtra,Ahmednagar,Dengue,Reported Late,7,0
2016,26,2016-07-02,04-07-2016,Manipur,Thoubal,Japanese Encephalitis,Reported In Same Week,1,0
2016,26,2016-06-27,02-07-2016,Odisha,Nabarangpur,Chickenpox,Reported In Same Week,23,0
2016,26,2016-06-30,30-06-2016,Punjab,Ludhiana,Chickenpox,Reported In Same Week,15,0
2016,26,2016-07-01,04-07-2016,Rajasthan,Dholpur,Food Poisoning,Reported In Same Week,104,0
2016,26,2016-06-20,,Rajasthan,Bharatpur,Cholera,Reported Late,14,0
2016,26,2016-07-01,01-07-2016,Tamil Nadu,Thiruvallore,Food Poisoning,Reported In Same Week,9,0
2016,26,2016-06-03,,Tamil Nadu,Dindigul,Fever,Reported Late,126,0
2016,26,2016-04-21,,Telangana,Nizamabad,Food Poisoning,Reported Late,57,0
2016,26,2016-06-27,29-06-2016,Uttar Pradesh,Lucknow,Chickenpox,Reported In Same Week,20,0
2016,26,2016-07-03,05-07-2016,West Bengal,North 24 Paraganas,Cholera,Reported In Same Week,137,0
2016,26,2016-06-23,24-06-2016,West Bengal,Maldah,Malaria,Reported In Same Week,33,2
2016,26,2016-06-19,,West Bengal,Bankura,Cholera,Reported Late,56,0
2016,26,2016-05-15,,West Bengal,South 24 Paraganas,Measles,Reported Late,13,0
2016,26,2016-06-19,,Unknown,Unknown,Cholera,Previous Week Follow Up,17,1
2016,26,2016-06-18,,Unknown,Unknown,Cholera,Previous Week Follow Up,43,1
2016,26,2016-06-14,,Unknown,Unknown,Mumps,Previous Week Follow Up,11,1
2016,26,2016-06-09,,Unknown,Unknown,Dengue,Previous Week Follow Up,57,1
2016,25,2016-06-22,26-06-2016,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported In Same Week,37,0
2016,25,2016-06-21,22-06-2016,Andhra Pradesh,Visakhapatnam,Acute Diarrheal Disease,Reported In Same Week,41,0
2016,25,2016-06-18,26-06-2016,Andhra Pradesh,Chittoor,Food Poisoning,Reported In Same Week,26,0
2016,25,2016-06-16,25-06-2016,Andhra Pradesh,Prakasam,Acute Diarrheal Disease,Reported In Same Week,14,0
2016,25,2016-06-13,,Andhra Pradesh,Y.S.R.,Acute Diarrheal Disease,Reported Late,14,0
2016,25,2016-06-19,29-06-2016,Assam,Jorhat,Cholera,Reported In Same Week,11,0
2016,25,2016-06-11,,Assam,Jorhat,Acute Diarrheal Disease,Reported Late,15,0
2016,25,2016-06-03,,Assam,Tinsukia,Chickenpox,Previous Week Follow Up,22,2
2016,25,2016-04-13,,Assam,Sivasagar,Acute Encephalitis Syndrome (Japanese Encephalitis),Reported Late,37,6
2016,25,2016-01-17,,Assam,Marigaon,Japanese Encephalitis,Reported Late,7,0
2016,25,2016-01-04,,Assam,Tinsukia,Acute Encephalitis Syndrome (Japanese Encephalitis),Reported Late,65,2
2016,25,2016-06-18,21-06-2016,Bihar,Sitamarhi,Fever With Rash,Reported In Same Week,8,0
2016,25,2016-06-09,,Chandigarh,Chandigarh,Cholera,Previous Week Follow Up,51,0
2016,25,2016-06-16,24-06-2016,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported In Same Week,101,0
2016,25,2016-06-13,,Chhattisgarh,Raigarh,Gastroenteritis,Reported Late,32,0
2016,25,2016-06-24,24-06-2016,Gujarat,Kheda,Chandipura Vesiculovirus (Chpv),Reported In Same Week,1,0
2016,25,2016-06-18,22-06-2016,Gujarat,Rajkot,Gastroenteritis,Reported In Same Week,89,0
2016,25,2016-06-21,22-06-2016,Jharkhand,West Singhbhum,Acute Diarrheal Disease,Reported In Same Week,11,0
2016,25,2016-06-18,20-06-2016,Jharkhand,West Singhbhum,Chickenpox,Reported In Same Week,19,0
2016,25,2016-06-10,,Jharkhand,Latehar,Malaria,Reported Late,17,1
2016,25,2016-06-22,25-06-2016,Karnataka,Gadag,Dengue,Reported In Same Week,12,0
2016,25,2016-06-20,23-06-2016,Karnataka,Gadag,Chikungunya,Reported In Same Week,20,0
2016,25,2016-06-18,22-06-2016,Karnataka,Bidar,Cholera,Reported In Same Week,26,0
2016,25,2016-06-18,20-06-2016,Karnataka,Belagavi,Typhoid,Reported In Same Week,4,0
2016,25,2016-06-18,18-06-2016,Karnataka,Koppal,Acute Diarrheal Disease,Reported In Same Week,13,0
2016,25,2016-06-16,21-06-2016,Karnataka,Tumakuru,Dengue,Reported In Same Week,49,0
2016,25,2016-06-02,,Karnataka,Chikkamagaluru,Japanese Encephalitis,Reported Late,2,0
2016,25,2016-01-23,,Karnataka,Bellary,Viral Fever,Reported Late,53,0
2016,25,2016-06-23,27-06-2016,Kerala,Ernakulam,Food Poisoning,Reported In Same Week,23,0
2016,25,2016-06-23,24-06-2016,Kerala,Wayanad,Food Poisoning,Reported In Same Week,135,0
2016,25,2016-06-07,,Kerala,Malappuram,Hepatitis A,Reported Late,43,0
2016,25,2016-05-19,,Kerala,Malappuram,Dengue,Reported Late,16,0
2016,25,2016-06-18,20-06-2016,Madhya Pradesh,Sehore,Acute Diarrheal Disease,Reported In Same Week,43,0
2016,25,2016-06-12,,Madhya Pradesh,Jhabua,Acute Diarrheal Disease,Reported Late,22,0
2016,25,2016-06-23,27-06-2016,Maharashtra,Washim,Gastroenteritis,Reported In Same Week,23,0
2016,25,2016-06-22,24-06-2016,Maharashtra,Amravati,Gastroenteritis,Reported In Same Week,24,0
2016,25,2016-06-20,23-06-2016,Maharashtra,Kohlapur,Hepatitis E,Reported In Same Week,13,0
2016,25,2016-06-19,22-06-2016,Maharashtra,Jalna,Gastroenteritis,Reported In Same Week,18,0
2016,25,2016-06-18,20-06-2016,Maharashtra,Kohlapur,Food Poisoning,Reported In Same Week,10,0
2016,25,2016-06-11,,Maharashtra,Thane,Acute Diarrheal Disease,Reported Late,389,0
2016,25,2016-06-01,,Maharashtra,Nagpur,Acute Diarrheal Disease,Reported Late,16,0
2016,25,2016-05-27,,Maharashtra,Sangli,Acute Diarrheal Disease,Reported Late,68,0
2016,25,2016-05-05,,Maharashtra,Chandrapur,Malaria,Reported Late,28,0
2016,25,2016-04-15,,Maharashtra,Chandrapur,Measles,Reported Late,6,0
2016,25,2016-06-23,24-06-2016,Odisha,Kandhamal,Acute Diarrheal Disease,Reported In Same Week,21,0
2016,25,2016-06-23,24-06-2016,Odisha,Khordha,Hepatitis E,Reported In Same Week,7,0
2016,25,2016-06-22,28-06-2016,Odisha,Rayagada,Anthrax,Reported In Same Week,3,1
2016,25,2016-06-22,24-06-2016,Odisha,Balangir,Food Poisoning,Reported In Same Week,17,0
2016,25,2016-06-22,24-06-2016,Odisha,Koraput,Anthrax,Reported In Same Week,7,0
2016,25,2016-06-20,24-06-2016,Odisha,Dhenkanal,Food Poisoning,Reported In Same Week,15,0
2016,25,2016-06-20,24-06-2016,Odisha,Balasore,Food Poisoning,Reported In Same Week,10,0
2016,25,2016-06-19,24-06-2016,Odisha,Dhenkanal,Acute Diarrheal Disease,Reported In Same Week,20,0
2016,25,2016-06-18,24-06-2016,Odisha,Bhadrak,Acute Diarrheal Disease,Reported In Same Week,21,0
2016,25,2016-06-13,,Odisha,Nabarangpur,Food Poisoning,Reported Late,5,0
2016,25,2016-06-05,,Odisha,Nabarangpur,Chickenpox,Reported Late,9,0
2016,25,2016-06-14,,Rajasthan,Baran,Hepatitis A And E,Reported Late,48,0
2016,25,2016-06-25,25-06-2016,Tamil Nadu,Tirunelveli,Food Poisoning,Reported In Same Week,33,0
2016,25,2016-06-23,24-06-2016,Tamil Nadu,Thanjavur,Food Poisoning,Reported In Same Week,16,0
2016,25,2016-06-23,26-06-2016,Telangana,Medak,Food Poisoning,Reported In Same Week,60,0
2016,25,2016-06-24,25-06-2016,Uttar Pradesh,Lucknow,Acute Diarrheal Disease,Reported In Same Week,10,0
2016,25,2016-06-17,24-06-2016,Uttar Pradesh,Fatehpur,Acute Diarrheal Disease,Reported In Same Week,18,0
2016,25,2016-06-17,21-06-2016,Uttar Pradesh,Varanasi,Food Poisoning,Reported In Same Week,67,1
2016,25,2016-05-23,,Uttar Pradesh,Unnao,Chickenpox,Reported Late,10,0
2016,25,2016-04-14,,Uttar Pradesh,Unnao,Chickenpox,Reported Late,13,0
2016,25,2016-03-08,,Uttar Pradesh,Unnao,Chickenpox,Reported Late,9,0
2016,25,2016-02-28,,Uttar Pradesh,Unnao,Food Poisoning,Reported Late,67,0
2016,25,2016-06-25,27-06-2016,West Bengal,Dakshin Dinajpur,Food Poisoning,Reported In Same Week,41,0
2016,25,2016-06-21,21-06-2016,West Bengal,Nadia,Food Poisoning,Reported In Same Week,22,0
2016,25,2016-06-19,22-06-2016,West Bengal,Bankura,Cholera,Reported In Same Week,56,0
2016,25,2016-06-16,20-06-2016,West Bengal,Murshidabad,Anthrax,Reported In Same Week,8,0
2016,24,2016-06-16,17-06-2016,Andhra Pradesh,Visakhapatnam,Food Poisoning,Reported In Same Week,19,0
2016,24,2016-06-13,19-06-2016,Andhra Pradesh,Y.S.R.,Acute Diarrheal Disease,Reported In Same Week,14,0
2016,24,2016-06-09,16-06-2016,Assam,Kamrup Metro,Acute Diarrheal Disease,Reported In Same Week,13,0
2016,24,2016-05-18,,Assam,Goalpara,Japanese Encephalitis,Reported Late,1,0
2016,24,2016-04-11,,Assam,Marigaon,Acute Encephalitis Syndrome (Japanese Encephalitis),Reported Late,5,0
2016,24,2016-01-04,,Assam,Nagaon,Acute Encephalitis Syndrome (Japanese Encephalitis),Reported Late,27,0
2016,24,2016-06-09,,Chandigarh,Chandigarh,Cholera,Previous Week Follow Up,40,0
2016,24,2016-06-13,15-06-2016,Chhattisgarh,Balod,Acute Diarrheal Disease,Reported In Same Week,261,0
2016,24,2016-06-06,,Chhattisgarh,Korba,Food Poisoning,Reported Late,36,0
2016,24,2016-06-13,15-06-2016,Gujarat,Narmada,Cholera,Reported In Same Week,41,0
2016,24,2016-06-16,17-06-2016,Jammu And Kashmir,Kupwara,Chickenpox,Reported In Same Week,14,0
2016,24,2016-06-16,16-06-2016,Jharkhand,West Singhbhum,Food Poisoning,Reported In Same Week,10,0
2016,24,2016-06-13,14-06-2016,Jharkhand,Bokaro,Rubella,Reported In Same Week,7,0
2016,24,2016-06-14,15-06-2016,Karnataka,Chikkamagaluru,Fever,Reported In Same Week,49,0
2016,24,2016-06-14,14-06-2016,Karnataka,Dharwad,Acute Diarrheal Disease,Reported In Same Week,14,0
2016,24,2016-06-13,14-06-2016,Karnataka,Koppal,Food Poisoning,Reported In Same Week,26,0
2016,24,2016-06-13,14-06-2016,Karnataka,Koppal,Acute Diarrheal Disease,Reported In Same Week,17,0
2016,24,2016-06-06,,Karnataka,Tumakuru,Chikungunya,Reported Late,19,0
2016,24,2016-06-15,16-06-2016,Kerala,Kollam,Food Poisoning,Reported In Same Week,30,0
2016,24,2016-06-09,15-06-2016,Kerala,Kollam,Dengue,Reported In Same Week,119,0
2016,24,2016-06-02,,Kerala,Thrissur,Hepatitis A,Reported Late,43,0
2016,24,2016-05-31,,Kerala,Pathanamthitta,Dengue,Reported Late,15,0
2016,24,2016-06-15,16-06-2016,Madhya Pradesh,Rajgarh,Acute Diarrheal Disease,Reported In Same Week,42,0
2016,24,2016-06-15,16-06-2016,Madhya Pradesh,Sehore,Acute Diarrheal Disease,Reported In Same Week,20,0
2016,24,2016-06-14,16-06-2016,Madhya Pradesh,Chhatarpur,Acute Diarrheal Disease,Reported In Same Week,18,0
2016,24,2016-06-13,16-06-2016,Madhya Pradesh,Gwalior,Acute Diarrheal Disease,Reported In Same Week,23,0
2016,24,2016-06-06,15-06-2016,Madhya Pradesh,Betul,Acute Diarrheal Disease,Reported In Same Week,161,0
2016,24,2016-06-06,09-06-2016,Madhya Pradesh,Bhind,Acute Diarrheal Disease,Reported In Same Week,22,0
2016,24,2016-05-26,,Madhya Pradesh,Hoshangabad,Dengue,Reported Late,9,0
2016,24,2016-05-24,,Madhya Pradesh,Betul,Acute Diarrheal Disease,Reported Late,114,0
2016,24,2016-06-15,18-06-2016,Maharashtra,Nashik,Dengue,Reported In Same Week,12,0
2016,24,2016-06-15,16-06-2016,Maharashtra,Bhandara,Gastroenteritis,Reported In Same Week,26,0
2016,24,2016-06-13,16-06-2016,Maharashtra,Nashik,Dengue,Reported In Same Week,20,0
2016,24,2016-06-11,15-06-2016,Maharashtra,Kohlapur,Hepatitis E,Reported In Same Week,20,0
2016,24,2016-06-11,13-06-2016,Maharashtra,Beed,Acute Diarrheal Disease,Reported In Same Week,27,0
2016,24,2016-06-10,14-06-2016,Maharashtra,Gadchiroli,Acute Diarrheal Disease,Reported In Same Week,32,0
2016,24,2016-06-07,,Maharashtra,Jalna,Acute Diarrheal Disease,Reported Late,18,0
2016,24,2016-06-07,,Maharashtra,Sholapur,Gastroenteritis,Reported Late,23,0
2016,24,2016-06-14,16-06-2016,Odisha,Koraput,Anthrax,Reported In Same Week,9,0
2016,24,2016-06-13,20-06-2016,Odisha,Sundargarh,Anthrax,Reported In Same Week,3,0
2016,24,2016-06-13,18-06-2016,Odisha,Khordha,Hepatitis E,Reported In Same Week,44,0
2016,24,2016-06-13,15-06-2016,Odisha,Balasore,Food Poisoning,Reported In Same Week,12,0
2016,24,2016-06-12,16-06-2016,Odisha,Angul,Acute Diarrheal Disease,Reported In Same Week,16,0
2016,24,2016-06-10,17-06-2016,Odisha,Sonepur,Food Poisoning,Reported In Same Week,21,34
2016,24,2016-06-14,14-06-2016,Uttar Pradesh,Lucknow,Chickenpox,Reported In Same Week,16,0
2016,24,2016-06-13,16-06-2016,Uttar Pradesh,Etawah,Chickenpox,Reported In Same Week,8,0
2016,24,2016-06-11,18-06-2016,Uttar Pradesh,Hardoi,Acute Diarrheal Disease,Reported In Same Week,12,0
